الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
سعودي,ثار,الحاضنه,نجران,ذكر,3
غير سعودي,ثار,الحاضنه,نجران,ذكر,5
سعودي,المدينة المنورة (مقر الامارة),الحاقنة,المدينة المنورة,أنثى,39
سعودي,المدينة المنورة (مقر الامارة),الحاقنة,المدينة المنورة,ذكر,39
غير سعودي,المدينة المنورة (مقر الامارة),الحاقنة,المدينة المنورة,ذكر,15
سعودي,ابو عريش,الحاليه,جازان,أنثى,55
غير سعودي,ابو عريش,الحاليه,جازان,أنثى,5
سعودي,ابو عريش,الحاليه,جازان,ذكر,60
غير سعودي,ابو عريش,الحاليه,جازان,ذكر,7
سعودي,بحرة,الحام,مكة المكرمة,أنثى,38
سعودي,بحرة,الحام,مكة المكرمة,ذكر,40
غير سعودي,بحرة,الحام,مكة المكرمة,ذكر,5
سعودي,عفيف,الحامدية,الرياض,أنثى,96
سعودي,عفيف,الحامدية,الرياض,ذكر,80
غير سعودي,عفيف,الحامدية,الرياض,ذكر,8
سعودي,المهد,الحامديه,المدينة المنورة,أنثى,13
سعودي,المهد,الحامديه,المدينة المنورة,ذكر,8
سعودي,بلجرشي,الحامر,الباحة,أنثى,177
غير سعودي,بلجرشي,الحامر,الباحة,أنثى,11
سعودي,بلجرشي,الحامر,الباحة,ذكر,146
غير سعودي,بلجرشي,الحامر,الباحة,ذكر,24
سعودي,حائل(مقر الامارة),الحامرية,حائل,أنثى,236
غير سعودي,حائل(مقر الامارة),الحامرية,حائل,أنثى,9
سعودي,حائل(مقر الامارة),الحامرية,حائل,ذكر,264
غير سعودي,حائل(مقر الامارة),الحامرية,حائل,ذكر,17
سعودي,ابو عريش,الحامض,جازان,أنثى,5
سعودي,خميس  مشيط,الحامض,عسير,أنثى,553
غير سعودي,خميس  مشيط,الحامض,عسير,أنثى,30
سعودي,الطائف,الحامض,مكة المكرمة,أنثى,54
سعودي,ابو عريش,الحامض,جازان,ذكر,12
سعودي,خميس  مشيط,الحامض,عسير,ذكر,538
غير سعودي,خميس  مشيط,الحامض,عسير,ذكر,383
سعودي,الطائف,الحامض,مكة المكرمة,ذكر,43
غير سعودي,الطائف,الحامض,مكة المكرمة,ذكر,21
سعودي,احد المسارحة,الحامضه,جازان,أنثى,288
غير سعودي,احد المسارحة,الحامضه,جازان,أنثى,94
سعودي,صامطة,الحامضه,جازان,أنثى,178
سعودي,احد المسارحة,الحامضه,جازان,ذكر,260
غير سعودي,احد المسارحة,الحامضه,جازان,ذكر,150
سعودي,صامطة,الحامضه,جازان,ذكر,151
غير سعودي,صامطة,الحامضه,جازان,ذكر,9
سعودي,مكة المكرمة (مقر الإمارة),الحامضه ( وادي لبن),مكة المكرمة,أنثى,14
سعودي,مكة المكرمة (مقر الإمارة),الحامضه ( وادي لبن),مكة المكرمة,ذكر,16
سعودي,الحجرة,الحاوى,الباحة,أنثى,6
سعودي,خليص,الحاوى,مكة المكرمة,أنثى,21
سعودي,الحجرة,الحاوى,الباحة,ذكر,4
سعودي,خليص,الحاوى,مكة المكرمة,ذكر,20
غير سعودي,خليص,الحاوى,مكة المكرمة,ذكر,5
سعودي,القويعية,الحاوي,الرياض,أنثى,129
سعودي,الطائف,الحاوي,مكة المكرمة,أنثى,52
سعودي,الموية,الحاوي,مكة المكرمة,أنثى,6
سعودي,القويعية,الحاوي,الرياض,ذكر,153
غير سعودي,القويعية,الحاوي,الرياض,ذكر,3
سعودي,الطائف,الحاوي,مكة المكرمة,ذكر,50
سعودي,الموية,الحاوي,مكة المكرمة,ذكر,5
غير سعودي,الموية,الحاوي,مكة المكرمة,ذكر,17
سعودي,الا مواة,الحاير,عسير,أنثى,55
سعودي,الجموم,الحاير,مكة المكرمة,أنثى,149
سعودي,الا مواة,الحاير,عسير,ذكر,70
غير سعودي,الا مواة,الحاير,عسير,ذكر,8
سعودي,الجموم,الحاير,مكة المكرمة,ذكر,153
غير سعودي,الجموم,الحاير,مكة المكرمة,ذكر,11
سعودي,المجمعة,الحاير بسدير,الرياض,أنثى,26
غير سعودي,المجمعة,الحاير بسدير,الرياض,أنثى,3
سعودي,المجمعة,الحاير بسدير,الرياض,ذكر,35
غير سعودي,المجمعة,الحاير بسدير,الرياض,ذكر,7
سعودي,قلوة,الحايز,الباحة,أنثى,41
سعودي,قلوة,الحايز,الباحة,ذكر,37
غير سعودي,قلوة,الحايز,الباحة,ذكر,5
سعودي,حبونا,الحبابه,نجران,أنثى,24
غير سعودي,حبونا,الحبابه,نجران,أنثى,8
سعودي,حبونا,الحبابه,نجران,ذكر,25
غير سعودي,حبونا,الحبابه,نجران,ذكر,4
سعودي,الدوادمي,الحبابيه,الرياض,أنثى,87
غير سعودي,الدوادمي,الحبابيه,الرياض,أنثى,4
سعودي,المدينة المنورة (مقر الامارة),الحبابيه,المدينة المنورة,أنثى,112
سعودي,الدوادمي,الحبابيه,الرياض,ذكر,98
غير سعودي,الدوادمي,الحبابيه,الرياض,ذكر,79
سعودي,المدينة المنورة (مقر الامارة),الحبابيه,المدينة المنورة,ذكر,102
غير سعودي,المدينة المنورة (مقر الامارة),الحبابيه,المدينة المنورة,ذكر,4
سعودي,صبياء,الحباتره,جازان,أنثى,331
غير سعودي,صبياء,الحباتره,جازان,أنثى,139
سعودي,صبياء,الحباتره,جازان,ذكر,341
غير سعودي,صبياء,الحباتره,جازان,ذكر,478
سعودي,البرك,الحباسه,عسير,أنثى,10
سعودي,البرك,الحباسه,عسير,ذكر,11
سعودي,بارق,الحباطه,عسير,أنثى,21
سعودي,بارق,الحباطه,عسير,ذكر,12
غير سعودي,بارق,الحباطه,عسير,ذكر,3
سعودي,المجاردة,الحباوه,عسير,أنثى,51
سعودي,المجاردة,الحباوه,عسير,ذكر,44
غير سعودي,المجاردة,الحباوه,عسير,ذكر,4
سعودي,ابها (مقر الإمارة),الحبتانيه والطلحه,عسير,أنثى,194
سعودي,ابها (مقر الإمارة),الحبتانيه والطلحه,عسير,ذكر,192
غير سعودي,ابها (مقر الإمارة),الحبتانيه والطلحه,عسير,ذكر,8
سعودي,احد المسارحة,الحبجيه,جازان,أنثى,339
غير سعودي,احد المسارحة,الحبجيه,جازان,أنثى,67
سعودي,احد المسارحة,الحبجيه,جازان,ذكر,329
غير سعودي,احد المسارحة,الحبجيه,جازان,ذكر,190
سعودي,الدوادمي,الحبرديه,الرياض,أنثى,43
سعودي,الدوادمي,الحبرديه,الرياض,ذكر,51
غير سعودي,الدوادمي,الحبرديه,الرياض,ذكر,9
سعودي,القرى,الحبشه,الباحة,أنثى,139
غير سعودي,القرى,الحبشه,الباحة,أنثى,9
سعودي,المندق,الحبشه,الباحة,أنثى,18
سعودي,القرى,الحبشه,الباحة,ذكر,139
غير سعودي,القرى,الحبشه,الباحة,ذكر,19
سعودي,المندق,الحبشه,الباحة,ذكر,17
غير سعودي,المندق,الحبشه,الباحة,ذكر,5
سعودي,ثار,الحبشيه,نجران,أنثى,77
غير سعودي,ثار,الحبشيه,نجران,أنثى,6
سعودي,ثار,الحبشيه,نجران,ذكر,78
غير سعودي,ثار,الحبشيه,نجران,ذكر,19
سعودي,العيدابي,الحبط,جازان,أنثى,5
سعودي,العيدابي,الحبط,جازان,ذكر,4
سعودي,العيدابي,الحبق,جازان,أنثى,7
سعودي,هروب,الحبق,جازان,أنثى,8
سعودي,العيدابي,الحبق,جازان,ذكر,8
سعودي,هروب,الحبق,جازان,ذكر,5
سعودي,بلجرشي,الحبقه,الباحة,أنثى,12
سعودي,احد رفيدة,الحبقه,عسير,أنثى,6
سعودي,بلجرشي,الحبقه,الباحة,ذكر,17
غير سعودي,بلجرشي,الحبقه,الباحة,ذكر,7
سعودي,احد رفيدة,الحبقه,عسير,ذكر,4
سعودي,الليث,الحبل,مكة المكرمة,أنثى,38
سعودي,الليث,الحبل,مكة المكرمة,ذكر,37
سعودي,احد رفيدة,الحبله (منتزه ترفيهي),عسير,ذكر,3
سعودي,المندق,الحبوا,الباحة,أنثى,50
سعودي,المندق,الحبوا,الباحة,ذكر,34
غير سعودي,المندق,الحبوا,الباحة,ذكر,7
سعودي,أضم,الحبواء,مكة المكرمة,أنثى,10
سعودي,أضم,الحبواء,مكة المكرمة,ذكر,12
سعودي,العرضيات,الحبواء (الرمامين),مكة المكرمة,أنثى,38
سعودي,العرضيات,الحبواء (الرمامين),مكة المكرمة,ذكر,39
غير سعودي,العرضيات,الحبواء (الرمامين),مكة المكرمة,ذكر,3
سعودي,ابها (مقر الإمارة),الحبوه,عسير,أنثى,30
غير سعودي,الحجرة,الحبوه,الباحة,ذكر,4
سعودي,ابها (مقر الإمارة),الحبوه,عسير,ذكر,39
غير سعودي,ابها (مقر الإمارة),الحبوه,عسير,ذكر,6
سعودي,ابها (مقر الإمارة),الحبوه والخشعه,عسير,أنثى,10
سعودي,ابها (مقر الإمارة),الحبوه والخشعه,عسير,ذكر,8
غير سعودي,ابها (مقر الإمارة),الحبوه والخشعه,عسير,ذكر,3
سعودي,أضم,الحبي,مكة المكرمة,أنثى,20
سعودي,أضم,الحبي,مكة المكرمة,ذكر,17
سعودي,محايل,الحبيب بنى ذيب,عسير,أنثى,91
سعودي,محايل,الحبيب بنى ذيب,عسير,ذكر,94
غير سعودي,محايل,الحبيب بنى ذيب,عسير,ذكر,8
سعودي,القنفذة,الحبيج,مكة المكرمة,أنثى,21
سعودي,القنفذة,الحبيج,مكة المكرمة,ذكر,29
غير سعودي,القنفذة,الحبيج,مكة المكرمة,ذكر,20
سعودي,بلجرشي,الحبيس,الباحة,أنثى,77
غير سعودي,بلجرشي,الحبيس,الباحة,أنثى,5
سعودي,بلجرشي,الحبيس,الباحة,ذكر,64
غير سعودي,بلجرشي,الحبيس,الباحة,ذكر,21
سعودي,الجموم,الحبيقى,مكة المكرمة,أنثى,66
سعودي,الجموم,الحبيقى,مكة المكرمة,ذكر,64
غير سعودي,الجموم,الحبيقى,مكة المكرمة,ذكر,5
سعودي,الدائر,الحبيل,جازان,أنثى,8
سعودي,الريث,الحبيل,جازان,أنثى,104
سعودي,بيش,الحبيل,جازان,أنثى,124
غير سعودي,بيش,الحبيل,جازان,أنثى,57
سعودي,هروب,الحبيل,جازان,أنثى,21
سعودي,ابها (مقر الإمارة),الحبيل,عسير,أنثى,27
سعودي,المجاردة,الحبيل,عسير,أنثى,705
غير سعودي,المجاردة,الحبيل,عسير,أنثى,25
سعودي,بارق,الحبيل,عسير,أنثى,96
سعودي,بالقرن,الحبيل,عسير,أنثى,15
سعودي,رجال المع,الحبيل,عسير,أنثى,921
غير سعودي,رجال المع,الحبيل,عسير,أنثى,97
سعودي,سراة عبيدة,الحبيل,عسير,أنثى,63
سعودي,محايل,الحبيل,عسير,أنثى,350
غير سعودي,محايل,الحبيل,عسير,أنثى,4
سعودي,العرضيات,الحبيل,مكة المكرمة,أنثى,63
سعودي,الليث,الحبيل,مكة المكرمة,أنثى,210
سعودي,الدائر,الحبيل,جازان,ذكر,6
سعودي,الريث,الحبيل,جازان,ذكر,84
غير سعودي,الريث,الحبيل,جازان,ذكر,6
سعودي,بيش,الحبيل,جازان,ذكر,133
غير سعودي,بيش,الحبيل,جازان,ذكر,96
سعودي,هروب,الحبيل,جازان,ذكر,31
سعودي,ابها (مقر الإمارة),الحبيل,عسير,ذكر,15
غير سعودي,ابها (مقر الإمارة),الحبيل,عسير,ذكر,11
سعودي,المجاردة,الحبيل,عسير,ذكر,669
غير سعودي,المجاردة,الحبيل,عسير,ذكر,81
سعودي,بارق,الحبيل,عسير,ذكر,61
غير سعودي,بارق,الحبيل,عسير,ذكر,4
سعودي,بالقرن,الحبيل,عسير,ذكر,16
غير سعودي,بالقرن,الحبيل,عسير,ذكر,8
سعودي,رجال المع,الحبيل,عسير,ذكر,944
غير سعودي,رجال المع,الحبيل,عسير,ذكر,497
سعودي,سراة عبيدة,الحبيل,عسير,ذكر,57
سعودي,محايل,الحبيل,عسير,ذكر,313
غير سعودي,محايل,الحبيل,عسير,ذكر,46
سعودي,العرضيات,الحبيل,مكة المكرمة,ذكر,67
