,الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
5649,سعودي,بدر,الثماميه,المدينة المنورة,أنثى,324
5650,سعودي,الدوادمي,الثماميه,الرياض,ذكر,19
5651,غير سعودي,الدوادمي,الثماميه,الرياض,ذكر,20
5652,سعودي,بدر,الثماميه,المدينة المنورة,ذكر,296
5653,غير سعودي,بدر,الثماميه,المدينة المنورة,ذكر,21
5654,سعودي,خيبر,الثمد,المدينة المنورة,أنثى,3962
5655,غير سعودي,خيبر,الثمد,المدينة المنورة,أنثى,54
5656,سعودي,خيبر,الثمد,المدينة المنورة,ذكر,3935
5657,غير سعودي,خيبر,الثمد,المدينة المنورة,ذكر,434
5658,سعودي,قلوة,الثمده,الباحة,أنثى,16
5659,سعودي,قلوة,الثمده,الباحة,ذكر,9
5660,غير سعودي,قلوة,الثمده,الباحة,ذكر,10
5661,سعودي,الطائف,الثميد,مكة المكرمة,أنثى,19
5662,سعودي,الطائف,الثميد,مكة المكرمة,ذكر,21
5663,سعودي,هروب,الثمينه,جازان,أنثى,18
5664,سعودي,هروب,الثمينه,جازان,ذكر,29
5665,سعودي,الدوادمي,الثندوه,الرياض,أنثى,267
5666,غير سعودي,الدوادمي,الثندوه,الرياض,أنثى,8
5667,سعودي,الدوادمي,الثندوه,الرياض,ذكر,229
5668,غير سعودي,الدوادمي,الثندوه,الرياض,ذكر,38
5669,غير سعودي,بيشة,الثنو,عسير,ذكر,3
5670,غير سعودي,طبرجل,الثنيه,الجوف,ذكر,5
5671,سعودي,خميس  مشيط,الثنيه ال مستنير,عسير,أنثى,613
5672,غير سعودي,خميس  مشيط,الثنيه ال مستنير,عسير,أنثى,38
5673,سعودي,خميس  مشيط,الثنيه ال مستنير,عسير,ذكر,603
5674,غير سعودي,خميس  مشيط,الثنيه ال مستنير,عسير,ذكر,98
5675,سعودي,هروب,الثهر,جازان,أنثى,8
5676,سعودي,هروب,الثهر,جازان,ذكر,7
5677,سعودي,الدائر,الثهية,جازان,أنثى,8
5678,سعودي,الدائر,الثهية,جازان,ذكر,8
5679,سعودي,الدائر,الثهير,جازان,أنثى,5
5680,سعودي,الدائر,الثهير,جازان,ذكر,8
5681,سعودي,الدائر,الثهيره,جازان,أنثى,10
5682,سعودي,الدائر,الثهيره,جازان,ذكر,6
5683,سعودي,الطائف,الثوابيه,مكة المكرمة,أنثى,265
5684,غير سعودي,الطائف,الثوابيه,مكة المكرمة,أنثى,13
5685,سعودي,الطائف,الثوابيه,مكة المكرمة,ذكر,269
5686,غير سعودي,الطائف,الثوابيه,مكة المكرمة,ذكر,47
5687,سعودي,الدائر,الثواهر,جازان,أنثى,30
5688,سعودي,الدائر,الثواهر,جازان,ذكر,39
5689,غير سعودي,الدائر,الثواهر,جازان,ذكر,5
5690,سعودي,العقيق,الثوده,الباحة,أنثى,13
5691,سعودي,المندق,الثوده,الباحة,أنثى,8
5692,سعودي,العقيق,الثوده,الباحة,ذكر,14
5693,سعودي,المندق,الثوده,الباحة,ذكر,8
5694,سعودي,بارق,الثوده (مكيله),عسير,أنثى,121
5695,سعودي,بارق,الثوده (مكيله),عسير,ذكر,107
5696,غير سعودي,بارق,الثوده (مكيله),عسير,ذكر,4
5697,سعودي,الدائر,الثوعه,جازان,أنثى,28
5698,سعودي,العارضة,الثوعه,جازان,أنثى,13
5699,سعودي,الدائر,الثوعه,جازان,ذكر,23
5700,غير سعودي,الدائر,الثوعه,جازان,ذكر,7
5701,سعودي,العارضة,الثوعه,جازان,ذكر,14
5702,سعودي,الاحساء,الثوير,المنطقة الشرقية,أنثى,54
5703,غير سعودي,الاحساء,الثوير,المنطقة الشرقية,أنثى,10
5704,غير سعودي,الزلفي,الثوير,الرياض,ذكر,23
5705,سعودي,الاحساء,الثوير,المنطقة الشرقية,ذكر,38
5706,غير سعودي,الاحساء,الثوير,المنطقة الشرقية,ذكر,116
5707,سعودي,الافلاج,الثويريه,الرياض,أنثى,95
5708,سعودي,الافلاج,الثويريه,الرياض,ذكر,86
5709,غير سعودي,الافلاج,الثويريه,الرياض,ذكر,7
5710,سعودي,القرى,الثويمات,الباحة,أنثى,51
5711,غير سعودي,القرى,الثويمات,الباحة,أنثى,5
5712,سعودي,القرى,الثويمات,الباحة,ذكر,41
5713,غير سعودي,القرى,الثويمات,الباحة,ذكر,4
5714,سعودي,ابها (مقر الإمارة),الثويهر,عسير,أنثى,25
5715,سعودي,ابها (مقر الإمارة),الثويهر,عسير,ذكر,30
5716,سعودي,سميراء,الجابرية,حائل,أنثى,124
5717,غير سعودي,سميراء,الجابرية,حائل,أنثى,8
5718,سعودي,سميراء,الجابرية,حائل,ذكر,134
5719,غير سعودي,سميراء,الجابرية,حائل,ذكر,17
5720,سعودي,الدوادمي,الجابريه,الرياض,أنثى,8
5721,سعودي,ينبع,الجابريه,المدينة المنورة,أنثى,237
5722,غير سعودي,ينبع,الجابريه,المدينة المنورة,أنثى,29
5723,سعودي,الدوادمي,الجابريه,الرياض,ذكر,13
5724,غير سعودي,الدوادمي,الجابريه,الرياض,ذكر,12
5725,سعودي,ينبع,الجابريه,المدينة المنورة,ذكر,282
5726,غير سعودي,ينبع,الجابريه,المدينة المنورة,ذكر,354
5727,سعودي,الدائر,الجابيه,جازان,أنثى,4
5728,سعودي,الليث,الجادة,مكة المكرمة,أنثى,157
5729,غير سعودي,الليث,الجادة,مكة المكرمة,أنثى,3
5730,سعودي,الليث,الجادة,مكة المكرمة,ذكر,170
5731,غير سعودي,الليث,الجادة,مكة المكرمة,ذكر,4
5732,غير سعودي,الرين,الجاذي,الرياض,ذكر,5
5733,سعودي,ميسان,الجارالله,مكة المكرمة,أنثى,11
5734,سعودي,ميسان,الجارالله,مكة المكرمة,ذكر,10
5735,غير سعودي,ميسان,الجارالله,مكة المكرمة,ذكر,4
5736,سعودي,الحجرة,الجاره,الباحة,أنثى,17
5737,سعودي,بارق,الجاره,عسير,أنثى,42
5738,سعودي,بيشة,الجاره,عسير,أنثى,3
5739,سعودي,الحجرة,الجاره,الباحة,ذكر,15
5740,سعودي,بارق,الجاره,عسير,ذكر,29
5741,سعودي,بيشة,الجاره,عسير,ذكر,3
5742,سعودي,صبياء,الجاره القديمه,جازان,أنثى,193
5743,غير سعودي,صبياء,الجاره القديمه,جازان,أنثى,115
5744,سعودي,صبياء,الجاره القديمه,جازان,ذكر,185
5745,غير سعودي,صبياء,الجاره القديمه,جازان,ذكر,202
5746,سعودي,القطيف,الجاروديه,المنطقة الشرقية,أنثى,8667
5747,غير سعودي,القطيف,الجاروديه,المنطقة الشرقية,أنثى,305
5748,سعودي,القطيف,الجاروديه,المنطقة الشرقية,ذكر,8989
5749,غير سعودي,القطيف,الجاروديه,المنطقة الشرقية,ذكر,3025
5750,سعودي,الدائر,الجازر,جازان,أنثى,301
5751,غير سعودي,الدائر,الجازر,جازان,أنثى,8
5752,سعودي,الدائر,الجازر,جازان,ذكر,281
5753,غير سعودي,الدائر,الجازر,جازان,ذكر,59
5754,سعودي,احد رفيدة,الجازع,عسير,أنثى,74
5755,غير سعودي,احد رفيدة,الجازع,عسير,أنثى,6
5756,سعودي,رجال المع,الجازع,عسير,أنثى,4
5757,سعودي,احد رفيدة,الجازع,عسير,ذكر,89
5758,غير سعودي,احد رفيدة,الجازع,عسير,ذكر,8
5759,سعودي,خميس  مشيط,الجازع ال مستنير,عسير,أنثى,17
5760,سعودي,خميس  مشيط,الجازع ال مستنير,عسير,ذكر,22
5761,سعودي,صامطة,الجاضع,جازان,أنثى,1777
5762,غير سعودي,صامطة,الجاضع,جازان,أنثى,295
5763,سعودي,صامطة,الجاضع,جازان,ذكر,1658
5764,غير سعودي,صامطة,الجاضع,جازان,ذكر,533
5765,سعودي,ابو عريش,الجاضع المكارشه,جازان,أنثى,82
5766,غير سعودي,ابو عريش,الجاضع المكارشه,جازان,أنثى,9
5767,سعودي,ابو عريش,الجاضع المكارشه,جازان,ذكر,98
5768,غير سعودي,ابو عريش,الجاضع المكارشه,جازان,ذكر,14
5769,سعودي,الحرجة,الجافش,عسير,أنثى,29
5770,غير سعودي,الحرجة,الجافش,عسير,أنثى,4
5771,سعودي,الحرجة,الجافش,عسير,ذكر,19
5772,غير سعودي,الحرجة,الجافش,عسير,ذكر,9
5773,سعودي,ضرما,الجافوره,الرياض,أنثى,132
5774,غير سعودي,ضرما,الجافوره,الرياض,أنثى,17
5775,سعودي,ضرما,الجافوره,الرياض,ذكر,146
5776,غير سعودي,ضرما,الجافوره,الرياض,ذكر,23
5777,سعودي,رماح,الجافيه (المحواز),الرياض,أنثى,74
5778,غير سعودي,رماح,الجافيه (المحواز),الرياض,أنثى,79
5779,سعودي,رماح,الجافيه (المحواز),الرياض,ذكر,72
5780,غير سعودي,رماح,الجافيه (المحواز),الرياض,ذكر,568
5781,سعودي,محايل,الجامرة,عسير,أنثى,39
5782,سعودي,محايل,الجامرة,عسير,ذكر,32
5783,سعودي,الدائر,الجامعه,جازان,أنثى,4
5784,سعودي,الدائر,الجامعه,جازان,ذكر,6
5785,سعودي,عفيف,الجامعية,الرياض,أنثى,135
5786,غير سعودي,عفيف,الجامعية,الرياض,أنثى,5
5787,سعودي,عفيف,الجامعية,الرياض,ذكر,92
5788,غير سعودي,عفيف,الجامعية,الرياض,ذكر,45
5789,سعودي,رجال المع,الجامه,عسير,أنثى,8
5790,سعودي,رجال المع,الجامه,عسير,ذكر,13
5791,سعودي,الدائر,الجانبه,جازان,أنثى,247
5792,غير سعودي,الدائر,الجانبه,جازان,أنثى,5
5793,سعودي,الدائر,الجانبه,جازان,ذكر,252
5794,غير سعودي,الدائر,الجانبه,جازان,ذكر,12
5795,سعودي,الدوادمي,الجاهزة,الرياض,أنثى,11
5796,سعودي,الدوادمي,الجاهزة,الرياض,ذكر,15
5797,سعودي,الدوادمي,الجاهلي,الرياض,أنثى,4
5798,سعودي,الدوادمي,الجاهلي,الرياض,ذكر,4
5799,سعودي,العقيق,الجاوه,الباحة,أنثى,618
5800,غير سعودي,العقيق,الجاوه,الباحة,أنثى,8
5801,سعودي,العقيق,الجاوه,الباحة,ذكر,562
5802,غير سعودي,العقيق,الجاوه,الباحة,ذكر,53
5803,سعودي,أضم,الجايز,مكة المكرمة,أنثى,12
5804,غير سعودي,أضم,الجايز,مكة المكرمة,أنثى,6
5805,سعودي,أضم,الجايز,مكة المكرمة,ذكر,16
5806,سعودي,ابها (مقر الإمارة),الجب,عسير,أنثى,7
5807,سعودي,بارق,الجب,عسير,أنثى,32
5808,سعودي,ابها (مقر الإمارة),الجب,عسير,ذكر,13
5809,سعودي,بارق,الجب,عسير,ذكر,33
5810,سعودي,ميسان,الجبابير (الجامع),مكة المكرمة,أنثى,10
5811,سعودي,ميسان,الجبابير (الجامع),مكة المكرمة,ذكر,12
5812,سعودي,بيشة,الجبارين,عسير,أنثى,123
5813,غير سعودي,بيشة,الجبارين,عسير,أنثى,12
5814,سعودي,بيشة,الجبارين,عسير,ذكر,107
5815,غير سعودي,بيشة,الجبارين,عسير,ذكر,14
5816,سعودي,صبياء,الجباليه,جازان,أنثى,85
5817,غير سعودي,صبياء,الجباليه,جازان,أنثى,31
5818,سعودي,صبياء,الجباليه,جازان,ذكر,91
5819,غير سعودي,صبياء,الجباليه,جازان,ذكر,34
5820,سعودي,العارضة,الجبانه,جازان,أنثى,300
5821,غير سعودي,العارضة,الجبانه,جازان,أنثى,10
5822,سعودي,العيدابي,الجبانه,جازان,أنثى,9
5823,سعودي,القنفذة,الجبانه,مكة المكرمة,أنثى,118
5824,سعودي,العارضة,الجبانه,جازان,ذكر,337
5825,غير سعودي,العارضة,الجبانه,جازان,ذكر,45
5826,سعودي,العيدابي,الجبانه,جازان,ذكر,10
5827,سعودي,القنفذة,الجبانه,مكة المكرمة,ذكر,100
5828,غير سعودي,القنفذة,الجبانه,مكة المكرمة,ذكر,6
5829,سعودي,ميسان,الجباهين,مكة المكرمة,أنثى,3
5830,سعودي,ميسان,الجباهين,مكة المكرمة,ذكر,3
5831,سعودي,العقيق,الجبجبه,الباحة,أنثى,45
